"monthseq"|"month"|"flodfreqcl"|"floddurcl"|"pondfreqcl"|"ponddurcl"|"ponddep_l"|"ponddep_r"|"ponddep_h"|"dlyavgprecip_l"|"dlyavgprecip_r"|"dlyavgprecip_h"|"dlyavgpotet_l"|"dlyavgpotet_r"|"dlyavgpotet_h"|"cokey"|"comonthkey"
12|"December"|"None"|""|"None"|""||||||||||24232278|253293041
2|"February"|"None"|""|"None"|""||||||||||24232264|253292867
1|"January"|"None"|""|"None"|""||||||||||24232264|253292870
3|"March"|"None"|""|"None"|""||||||||||24232264|253292872
4|"April"|"None"|""|"None"|""||||||||||24232264|253292869
5|"May"|"None"|""|"None"|""||||||||||24232264|253292877
6|"June"|"None"|""|"None"|""||||||||||24232264|253292868
7|"July"|"None"|""|"None"|""||||||||||24232264|253292874
8|"August"|"None"|""|"None"|""||||||||||24232264|253292871
9|"September"|"None"|""|"None"|""||||||||||24232264|253292876
10|"October"|"None"|""|"None"|""||||||||||24232264|253292873
11|"November"|"None"|""|"None"|""||||||||||24232264|253292866
12|"December"|"None"|""|"None"|""||||||||||24232264|253292875
2|"February"|"None"|""|"None"|""||||||||||24232265|253292880
1|"January"|"None"|""|"None"|""||||||||||24232265|253292878
3|"March"|"None"|""|"None"|""||||||||||24232265|253292889
4|"April"|"None"|""|"None"|""||||||||||24232265|253292883
5|"May"|"None"|""|"None"|""||||||||||24232265|253292887
6|"June"|"None"|""|"None"|""||||||||||24232265|253292881
7|"July"|"None"|""|"None"|""||||||||||24232265|253292888
8|"August"|"None"|""|"None"|""||||||||||24232265|253292882
9|"September"|"None"|""|"None"|""||||||||||24232265|253292886
10|"October"|"None"|""|"None"|""||||||||||24232265|253292879
11|"November"|"None"|""|"None"|""||||||||||24232265|253292884
12|"December"|"None"|""|"None"|""||||||||||24232265|253292885
12|"December"|"None"|""|""|""||||||||||24232266|253292901
11|"November"|"None"|""|""|""||||||||||24232266|253292896
10|"October"|"None"|""|""|""||||||||||24232266|253292898
9|"September"|"None"|""|""|""||||||||||24232266|253292892
8|"August"|"None"|""|""|""||||||||||24232266|253292899
7|"July"|"None"|""|""|""||||||||||24232266|253292891
6|"June"|"None"|""|""|""||||||||||24232266|253292893
5|"May"|"None"|""|""|""||||||||||24232266|253292890
4|"April"|"None"|""|""|""||||||||||24232266|253292894
3|"March"|"None"|""|""|""||||||||||24232266|253292897
1|"January"|"None"|""|""|""||||||||||24232266|253292900
2|"February"|"None"|""|""|""||||||||||24232266|253292895
1|"January"|"None"|""|"None"|""||||||||||24232267|253292902
2|"February"|"None"|""|"None"|""||||||||||24232267|253292904
3|"March"|"None"|""|"None"|""||||||||||24232267|253292913
4|"April"|"None"|""|"None"|""||||||||||24232267|253292907
5|"May"|"None"|""|"None"|""||||||||||24232267|253292911
6|"June"|"None"|""|"None"|""||||||||||24232267|253292905
7|"July"|"None"|""|"None"|""||||||||||24232267|253292912
8|"August"|"None"|""|"None"|""||||||||||24232267|253292906
9|"September"|"None"|""|"None"|""||||||||||24232267|253292910
10|"October"|"None"|""|"None"|""||||||||||24232267|253292903
11|"November"|"None"|""|"None"|""||||||||||24232267|253292908
12|"December"|"None"|""|"None"|""||||||||||24232267|253292909
7|"July"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292918
3|"March"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292915
11|"November"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292921
2|"February"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292924
1|"January"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292917
12|"December"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292919
8|"August"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292916
9|"September"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292922
10|"October"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292914
5|"May"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292920
6|"June"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292925
4|"April"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232268|253292923
1|"January"|"None"|""|"None"|""||||||||||24232269|253292933
2|"February"|"None"|""|"None"|""||||||||||24232269|253292928
3|"March"|"None"|""|"None"|""||||||||||24232269|253292932
4|"April"|"None"|""|"None"|""||||||||||24232269|253292926
5|"May"|"None"|""|"None"|""||||||||||24232269|253292936
6|"June"|"None"|""|"None"|""||||||||||24232269|253292930
8|"August"|"None"|""|"None"|""||||||||||24232269|253292929
7|"July"|"None"|""|"None"|""||||||||||24232269|253292937
9|"September"|"None"|""|"None"|""||||||||||24232269|253292927
10|"October"|"None"|""|"None"|""||||||||||24232269|253292934
11|"November"|"None"|""|"None"|""||||||||||24232269|253292931
12|"December"|"None"|""|"None"|""||||||||||24232269|253292935
12|"December"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292945
3|"March"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292944
11|"November"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292938
1|"January"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292942
2|"February"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292939
8|"August"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292943
7|"July"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292947
10|"October"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292948
9|"September"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292949
6|"June"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292940
5|"May"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292946
4|"April"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24232270|253292941
12|"December"|"None"|""|""|""||||||||||24232271|253292961
11|"November"|"None"|""|""|""||||||||||24232271|253292954
10|"October"|"None"|""|""|""||||||||||24232271|253292958
9|"September"|"None"|""|""|""||||||||||24232271|253292950
8|"August"|"None"|""|""|""||||||||||24232271|253292956
7|"July"|"None"|""|""|""||||||||||24232271|253292960
6|"June"|"None"|""|""|""||||||||||24232271|253292955
5|"May"|"None"|""|""|""||||||||||24232271|253292951
3|"March"|"None"|""|""|""||||||||||24232271|253292959
4|"April"|"None"|""|""|""||||||||||24232271|253292953
2|"February"|"None"|""|""|""||||||||||24232271|253292952
1|"January"|"None"|""|""|""||||||||||24232271|253292957
1|"January"|"None"|""|"None"|""||||||||||24232272|253292969
2|"February"|"None"|""|"None"|""||||||||||24232272|253292964
4|"April"|"None"|""|"None"|""||||||||||24232272|253292962
3|"March"|"None"|""|"None"|""||||||||||24232272|253292968
5|"May"|"None"|""|"None"|""||||||||||24232272|253292972
6|"June"|"None"|""|"None"|""||||||||||24232272|253292966
8|"August"|"None"|""|"None"|""||||||||||24232272|253292965
7|"July"|"None"|""|"None"|""||||||||||24232272|253292973
9|"September"|"None"|""|"None"|""||||||||||24232272|253292963
10|"October"|"None"|""|"None"|""||||||||||24232272|253292970
11|"November"|"None"|""|"None"|""||||||||||24232272|253292967
12|"December"|"None"|""|"None"|""||||||||||24232272|253292971
7|"July"|""|""|""|""||||||||||24232122|253291172
8|"August"|""|""|""|""||||||||||24232122|253291168
9|"September"|""|""|""|""||||||||||24232122|253291162
10|"October"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291170
1|"January"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291169
3|"March"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291167
2|"February"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291164
4|"April"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291163
11|"November"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291166
12|"December"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291171
6|"June"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291165
5|"May"|"Frequent"|"Very long (more than 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|30|61|||||||24232122|253291173
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24232123|253291177
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24232123|253291183
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24232123|253291176
12|"December"|""|""|"None"|""||||||||||24232123|253291182
11|"November"|""|""|"None"|""||||||||||24232123|253291185
9|"September"|""|""|"None"|""||||||||||24232123|253291181
10|"October"|""|""|"None"|""||||||||||24232123|253291179
7|"July"|""|""|"None"|""||||||||||24232123|253291184
8|"August"|""|""|"None"|""||||||||||24232123|253291180
6|"June"|""|""|"None"|""||||||||||24232123|253291174
5|"May"|""|""|"None"|""||||||||||24232123|253291175
4|"April"|""|""|"None"|""||||||||||24232123|253291178
12|"December"|"None"|""|""|""||||||||||24232354|253293951
11|"November"|"None"|""|""|""||||||||||24232354|253293955
10|"October"|"None"|""|""|""||||||||||24232354|253293949
9|"September"|"None"|""|""|""||||||||||24232354|253293952
8|"August"|"None"|""|""|""||||||||||24232354|253293956
7|"July"|"None"|""|""|""||||||||||24232354|253293953
6|"June"|"None"|""|""|""||||||||||24232354|253293954
5|"May"|"None"|""|""|""||||||||||24232354|253293950
4|"April"|"None"|""|"Occasional"|"Brief (2 to 7 days)"|0|15|30|||||||24232354|253293957
1|"January"|"None"|""|"Occasional"|"Long (7 to 30 days)"|0|15|30|||||||24232354|253293946
2|"February"|"None"|""|"Occasional"|"Long (7 to 30 days)"|0|15|30|||||||24232354|253293948
3|"March"|"None"|""|"Occasional"|"Long (7 to 30 days)"|0|15|30|||||||24232354|253293947
1|"January"|"None"|""|"None"|""||||||||||24232355|253293958
2|"February"|"None"|""|"None"|""||||||||||24232355|253293960
4|"April"|"None"|""|"None"|""||||||||||24232355|253293963
3|"March"|"None"|""|"None"|""||||||||||24232355|253293969
5|"May"|"None"|""|"None"|""||||||||||24232355|253293967
6|"June"|"None"|""|"None"|""||||||||||24232355|253293961
7|"July"|"None"|""|"None"|""||||||||||24232355|253293968
8|"August"|"None"|""|"None"|""||||||||||24232355|253293962
9|"September"|"None"|""|"None"|""||||||||||24232355|253293966
10|"October"|"None"|""|"None"|""||||||||||24232355|253293959
11|"November"|"None"|""|"None"|""||||||||||24232355|253293964
12|"December"|"None"|""|"None"|""||||||||||24232355|253293965
12|"December"|"None"|""|""|""||||||||||24231930|253288872
10|"October"|"None"|""|""|""||||||||||24231930|253288880
11|"November"|"None"|""|""|""||||||||||24231930|253288879
8|"August"|"None"|""|""|""||||||||||24231930|253288871
9|"September"|"None"|""|""|""||||||||||24231930|253288881
6|"June"|"None"|""|""|""||||||||||24231930|253288876
7|"July"|"None"|""|""|""||||||||||24231930|253288875
5|"May"|"None"|""|""|""||||||||||24231930|253288878
4|"April"|"None"|""|""|""||||||||||24231930|253288870
3|"March"|"None"|""|""|""||||||||||24231930|253288877
2|"February"|"None"|""|""|""||||||||||24231930|253288873
1|"January"|"None"|""|""|""||||||||||24231930|253288874
1|"January"|"None"|""|"None"|""||||||||||24231963|253289254
3|"March"|"None"|""|"None"|""||||||||||24231963|253289256
2|"February"|"None"|""|"None"|""||||||||||24231963|253289255
5|"May"|"None"|""|"None"|""||||||||||24231963|253289258
4|"April"|"None"|""|"None"|""||||||||||24231963|253289257
7|"July"|"None"|""|"None"|""||||||||||24231963|253289260
6|"June"|"None"|""|"None"|""||||||||||24231963|253289259
9|"September"|"None"|""|"None"|""||||||||||24231963|253289262
8|"August"|"None"|""|"None"|""||||||||||24231963|253289261
11|"November"|"None"|""|"None"|""||||||||||24231963|253289264
10|"October"|"None"|""|"None"|""||||||||||24231963|253289263
12|"December"|"None"|""|"None"|""||||||||||24231963|253289265
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24231964|253289277
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24231964|253289272
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24231964|253289269
12|"December"|""|""|"None"|""||||||||||24231964|253289268
11|"November"|""|""|"None"|""||||||||||24231964|253289274
10|"October"|""|""|"None"|""||||||||||24231964|253289266
8|"August"|""|""|"None"|""||||||||||24231964|253289276
9|"September"|""|""|"None"|""||||||||||24231964|253289267
7|"July"|""|""|"None"|""||||||||||24231964|253289270
6|"June"|""|""|"None"|""||||||||||24231964|253289271
5|"May"|""|""|"None"|""||||||||||24231964|253289273
4|"April"|""|""|"None"|""||||||||||24231964|253289275
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24231965|253289281
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24231965|253289285
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24231965|253289282
12|"December"|""|""|"None"|""||||||||||24231965|253289289
11|"November"|""|""|"None"|""||||||||||24231965|253289278
10|"October"|""|""|"None"|""||||||||||24231965|253289279
8|"August"|""|""|"None"|""||||||||||24231965|253289288
9|"September"|""|""|"None"|""||||||||||24231965|253289280
7|"July"|""|""|"None"|""||||||||||24231965|253289283
6|"June"|""|""|"None"|""||||||||||24231965|253289284
5|"May"|""|""|"None"|""||||||||||24231965|253289286
4|"April"|""|""|"None"|""||||||||||24231965|253289287
1|"January"|"None"|""|"None"|""||||||||||24232232|253292492
2|"February"|"None"|""|"None"|""||||||||||24232232|253292484
3|"March"|"None"|""|"None"|""||||||||||24232232|253292488
4|"April"|"None"|""|"None"|""||||||||||24232232|253292493
5|"May"|"None"|""|"None"|""||||||||||24232232|253292483
6|"June"|"None"|""|"None"|""||||||||||24232232|253292486
7|"July"|"None"|""|"None"|""||||||||||24232232|253292491
8|"August"|"None"|""|"None"|""||||||||||24232232|253292485
9|"September"|"None"|""|"None"|""||||||||||24232232|253292489
10|"October"|"None"|""|"None"|""||||||||||24232232|253292490
11|"November"|"None"|""|"None"|""||||||||||24232232|253292482
12|"December"|"None"|""|"None"|""||||||||||24232232|253292487
1|"January"|"None"|""|"None"|""||||||||||24232233|253292495
2|"February"|"None"|""|"None"|""||||||||||24232233|253292501
3|"March"|"None"|""|"None"|""||||||||||24232233|253292498
4|"April"|"None"|""|"None"|""||||||||||24232233|253292496
5|"May"|"None"|""|"None"|""||||||||||24232233|253292499
6|"June"|"None"|""|"None"|""||||||||||24232233|253292500
7|"July"|"None"|""|"None"|""||||||||||24232233|253292494
8|"August"|"None"|""|"None"|""||||||||||24232233|253292504
9|"September"|"None"|""|"None"|""||||||||||24232233|253292502
10|"October"|"None"|""|"None"|""||||||||||24232233|253292497
11|"November"|"None"|""|"None"|""||||||||||24232233|253292505
12|"December"|"None"|""|"None"|""||||||||||24232233|253292503
12|"December"|"None"|""|""|""||||||||||24232234|253292510
11|"November"|"None"|""|""|""||||||||||24232234|253292516
10|"October"|"None"|""|""|""||||||||||24232234|253292508
9|"September"|"None"|""|""|""||||||||||24232234|253292511
8|"August"|"None"|""|""|""||||||||||24232234|253292509
7|"July"|"None"|""|""|""||||||||||24232234|253292512
6|"June"|"None"|""|""|""||||||||||24232234|253292517
5|"May"|"None"|""|""|""||||||||||24232234|253292513
4|"April"|"None"|""|""|""||||||||||24232234|253292514
3|"March"|"None"|""|""|""||||||||||24232234|253292506
2|"February"|"None"|""|""|""||||||||||24232234|253292515
1|"January"|"None"|""|""|""||||||||||24232234|253292507
1|"January"|"None"|""|"None"|""||||||||||24232424|253294792
2|"February"|"None"|""|"None"|""||||||||||24232424|253294786
3|"March"|"None"|""|"None"|""||||||||||24232424|253294794
4|"April"|"None"|""|"None"|""||||||||||24232424|253294789
5|"May"|"None"|""|"None"|""||||||||||24232424|253294796
6|"June"|"None"|""|"None"|""||||||||||24232424|253294790
7|"July"|"None"|""|"None"|""||||||||||24232424|253294797
8|"August"|"None"|""|"None"|""||||||||||24232424|253294791
9|"September"|"None"|""|"None"|""||||||||||24232424|253294787
10|"October"|"None"|""|"None"|""||||||||||24232424|253294793
11|"November"|"None"|""|"None"|""||||||||||24232424|253294788
12|"December"|"None"|""|"None"|""||||||||||24232424|253294795
1|"January"|"None"|""|"None"|""||||||||||24232425|253294800
2|"February"|"None"|""|"None"|""||||||||||24232425|253294806
3|"March"|"None"|""|"None"|""||||||||||24232425|253294801
4|"April"|"None"|""|"None"|""||||||||||24232425|253294803
5|"May"|"None"|""|"None"|""||||||||||24232425|253294798
6|"June"|"None"|""|"None"|""||||||||||24232425|253294805
7|"July"|"None"|""|"None"|""||||||||||24232425|253294799
8|"August"|"None"|""|"None"|""||||||||||24232425|253294809
9|"September"|"None"|""|"None"|""||||||||||24232425|253294807
10|"October"|"None"|""|"None"|""||||||||||24232425|253294808
11|"November"|"None"|""|"None"|""||||||||||24232425|253294804
12|"December"|"None"|""|"None"|""||||||||||24232425|253294802
1|"January"|"None"|""|"None"|""||||||||||24232426|253294811
